anchor,anchor_raw_ingred_name,anchor_matched_ingred_name,pos,pos_raw_ingred_name,pos_matched_ingred_name,neg,neg_raw_ingred_name
"Nut roast: Set aside to cool.STEP 6Finally, stir in 100g fresh breadcrumbs, 150g chopped mixed nuts, 3 lightly beaten large eggs, 100g grated mature cheddar, a handful of finely chopped flat-leaf parsley and a pinch of salt and some ground black pepper.STEP 7Stir to mix well then spoon the mixture into the prepared tin and press down the surface.STEP 8Cover with foil and bake for 30 mins, then remove the foil and bake for a further 20 mins until firm when pressed gently.STEP 9Meanwhile, to make the sauce, heat 2 tbsp extra virgin olive oil very gently then add 2 finely sliced garlic cloves and 1 rosemary sprig and heat without colouring.STEP 10",mature cheddar,Cheddar,"Nut roast: Set aside to cool.STEP 6Finally, stir in 100g fresh breadcrumbs, 150g chopped mixed nuts, 3 lightly beaten large eggs, 100g grated any grated cheese, a handful of finely chopped flat-leaf parsley and a pinch of salt and some ground black pepper.STEP 7Stir to mix well then spoon the mixture into the prepared tin and press down the surface.STEP 8Cover with foil and bake for 30 mins, then remove the foil and bake for a further 20 mins until firm when pressed gently.STEP 9Meanwhile, to make the sauce, heat 2 tbsp extra virgin olive oil very gently then add 2 finely sliced garlic cloves and 1 rosemary sprig and heat without colouring.STEP 10",any grated cheese,Cheese,"Nut roast: Set aside to cool.STEP 6Finally, stir in 100g fresh breadcrumbs, 150g chopped mixed nuts, 3 lightly beaten large eggs, 100g grated cream cheese, a handful of finely chopped flat-leaf parsley and a pinch of salt and some ground black pepper.STEP 7Stir to mix well then spoon the mixture into the prepared tin and press down the surface.STEP 8Cover with foil and bake for 30 mins, then remove the foil and bake for a further 20 mins until firm when pressed gently.STEP 9Meanwhile, to make the sauce, heat 2 tbsp extra virgin olive oil very gently then add 2 finely sliced garlic cloves and 1 rosemary sprig and heat without colouring.STEP 10",cream cheese
"Nut roast: Set aside to cool.STEP 6Finally, stir in 100g fresh breadcrumbs, 150g chopped mixed nuts, 3 lightly beaten large eggs, 100g grated mature cheddar, a handful of finely chopped flat-leaf parsley and a pinch of salt and some ground black pepper.STEP 7Stir to mix well then spoon the mixture into the prepared tin and press down the surface.STEP 8Cover with foil and bake for 30 mins, then remove the foil and bake for a further 20 mins until firm when pressed gently.STEP 9Meanwhile, to make the sauce, heat 2 tbsp extra virgin olive oil very gently then add 2 finely sliced garlic cloves and 1 rosemary sprig and heat without colouring.STEP 10",mature cheddar,Cheddar,"Nut roast: Set aside to cool.STEP 6Finally, stir in 100g fresh breadcrumbs, 150g chopped mixed nuts, 3 lightly beaten large eggs, 100g grated any grated cheese, a handful of finely chopped flat-leaf parsley and a pinch of salt and some ground black pepper.STEP 7Stir to mix well then spoon the mixture into the prepared tin and press down the surface.STEP 8Cover with foil and bake for 30 mins, then remove the foil and bake for a further 20 mins until firm when pressed gently.STEP 9Meanwhile, to make the sauce, heat 2 tbsp extra virgin olive oil very gently then add 2 finely sliced garlic cloves and 1 rosemary sprig and heat without colouring.STEP 10",any grated cheese,Cheese,"Nut roast: Set aside to cool.STEP 6Finally, stir in 100g fresh breadcrumbs, 150g chopped mixed nuts, 3 lightly beaten large eggs, 100g grated caster sugar, a handful of finely chopped flat-leaf parsley and a pinch of salt and some ground black pepper.STEP 7Stir to mix well then spoon the mixture into the prepared tin and press down the surface.STEP 8Cover with foil and bake for 30 mins, then remove the foil and bake for a further 20 mins until firm when pressed gently.STEP 9Meanwhile, to make the sauce, heat 2 tbsp extra virgin olive oil very gently then add 2 finely sliced garlic cloves and 1 rosemary sprig and heat without colouring.STEP 10",caster sugar
"Nut roast: Set aside to cool.STEP 6Finally, stir in 100g fresh breadcrumbs, 150g chopped mixed nuts, 3 lightly beaten large eggs, 100g grated mature cheddar, a handful of finely chopped flat-leaf parsley and a pinch of salt and some ground black pepper.STEP 7Stir to mix well then spoon the mixture into the prepared tin and press down the surface.STEP 8Cover with foil and bake for 30 mins, then remove the foil and bake for a further 20 mins until firm when pressed gently.STEP 9Meanwhile, to make the sauce, heat 2 tbsp extra virgin olive oil very gently then add 2 finely sliced garlic cloves and 1 rosemary sprig and heat without colouring.STEP 10",mature cheddar,Cheddar,"Nut roast: Set aside to cool.STEP 6Finally, stir in 100g fresh breadcrumbs, 150g chopped mixed nuts, 3 lightly beaten large eggs, 100g grated any grated cheese, a handful of finely chopped flat-leaf parsley and a pinch of salt and some ground black pepper.STEP 7Stir to mix well then spoon the mixture into the prepared tin and press down the surface.STEP 8Cover with foil and bake for 30 mins, then remove the foil and bake for a further 20 mins until firm when pressed gently.STEP 9Meanwhile, to make the sauce, heat 2 tbsp extra virgin olive oil very gently then add 2 finely sliced garlic cloves and 1 rosemary sprig and heat without colouring.STEP 10",any grated cheese,Cheese,"Nut roast: Set aside to cool.STEP 6Finally, stir in 100g fresh breadcrumbs, 150g chopped mixed nuts, 3 lightly beaten large eggs, 100g grated trout, a handful of finely chopped flat-leaf parsley and a pinch of salt and some ground black pepper.STEP 7Stir to mix well then spoon the mixture into the prepared tin and press down the surface.STEP 8Cover with foil and bake for 30 mins, then remove the foil and bake for a further 20 mins until firm when pressed gently.STEP 9Meanwhile, to make the sauce, heat 2 tbsp extra virgin olive oil very gently then add 2 finely sliced garlic cloves and 1 rosemary sprig and heat without colouring.STEP 10",trout
"Nut roast: Set aside to cool.STEP 6Finally, stir in 100g fresh breadcrumbs, 150g chopped mixed nuts, 3 lightly beaten large eggs, 100g grated mature cheddar, a handful of finely chopped flat-leaf parsley and a pinch of salt and some ground black pepper.STEP 7Stir to mix well then spoon the mixture into the prepared tin and press down the surface.STEP 8Cover with foil and bake for 30 mins, then remove the foil and bake for a further 20 mins until firm when pressed gently.STEP 9Meanwhile, to make the sauce, heat 2 tbsp extra virgin olive oil very gently then add 2 finely sliced garlic cloves and 1 rosemary sprig and heat without colouring.STEP 10",mature cheddar,Cheddar,"Nut roast: Set aside to cool.STEP 6Finally, stir in 100g fresh breadcrumbs, 150g chopped mixed nuts, 3 lightly beaten large eggs, 100g grated any grated cheese, a handful of finely chopped flat-leaf parsley and a pinch of salt and some ground black pepper.STEP 7Stir to mix well then spoon the mixture into the prepared tin and press down the surface.STEP 8Cover with foil and bake for 30 mins, then remove the foil and bake for a further 20 mins until firm when pressed gently.STEP 9Meanwhile, to make the sauce, heat 2 tbsp extra virgin olive oil very gently then add 2 finely sliced garlic cloves and 1 rosemary sprig and heat without colouring.STEP 10",any grated cheese,Cheese,"Nut roast: Set aside to cool.STEP 6Finally, stir in 100g fresh breadcrumbs, 150g chopped mixed nuts, 3 lightly beaten large eggs, 100g grated loquat, a handful of finely chopped flat-leaf parsley and a pinch of salt and some ground black pepper.STEP 7Stir to mix well then spoon the mixture into the prepared tin and press down the surface.STEP 8Cover with foil and bake for 30 mins, then remove the foil and bake for a further 20 mins until firm when pressed gently.STEP 9Meanwhile, to make the sauce, heat 2 tbsp extra virgin olive oil very gently then add 2 finely sliced garlic cloves and 1 rosemary sprig and heat without colouring.STEP 10",loquat
"Nut roast: Set aside to cool.STEP 6Finally, stir in 100g fresh breadcrumbs, 150g chopped mixed nuts, 3 lightly beaten large eggs, 100g grated mature cheddar, a handful of finely chopped flat-leaf parsley and a pinch of salt and some ground black pepper.STEP 7Stir to mix well then spoon the mixture into the prepared tin and press down the surface.STEP 8Cover with foil and bake for 30 mins, then remove the foil and bake for a further 20 mins until firm when pressed gently.STEP 9Meanwhile, to make the sauce, heat 2 tbsp extra virgin olive oil very gently then add 2 finely sliced garlic cloves and 1 rosemary sprig and heat without colouring.STEP 10",mature cheddar,Cheddar,"Nut roast: Set aside to cool.STEP 6Finally, stir in 100g fresh breadcrumbs, 150g chopped mixed nuts, 3 lightly beaten large eggs, 100g grated any grated cheese, a handful of finely chopped flat-leaf parsley and a pinch of salt and some ground black pepper.STEP 7Stir to mix well then spoon the mixture into the prepared tin and press down the surface.STEP 8Cover with foil and bake for 30 mins, then remove the foil and bake for a further 20 mins until firm when pressed gently.STEP 9Meanwhile, to make the sauce, heat 2 tbsp extra virgin olive oil very gently then add 2 finely sliced garlic cloves and 1 rosemary sprig and heat without colouring.STEP 10",any grated cheese,Cheese,"Nut roast: Set aside to cool.STEP 6Finally, stir in 100g fresh breadcrumbs, 150g chopped mixed nuts, 3 lightly beaten large eggs, 100g grated tapioca, a handful of finely chopped flat-leaf parsley and a pinch of salt and some ground black pepper.STEP 7Stir to mix well then spoon the mixture into the prepared tin and press down the surface.STEP 8Cover with foil and bake for 30 mins, then remove the foil and bake for a further 20 mins until firm when pressed gently.STEP 9Meanwhile, to make the sauce, heat 2 tbsp extra virgin olive oil very gently then add 2 finely sliced garlic cloves and 1 rosemary sprig and heat without colouring.STEP 10",tapioca
"Nut roast: Set aside to cool.STEP 6Finally, stir in 100g fresh breadcrumbs, 150g chopped mixed nuts, 3 lightly beaten large eggs, 100g grated mature cheddar, a handful of finely chopped flat-leaf parsley and a pinch of salt and some ground black pepper.STEP 7Stir to mix well then spoon the mixture into the prepared tin and press down the surface.STEP 8Cover with foil and bake for 30 mins, then remove the foil and bake for a further 20 mins until firm when pressed gently.STEP 9Meanwhile, to make the sauce, heat 2 tbsp extra virgin olive oil very gently then add 2 finely sliced garlic cloves and 1 rosemary sprig and heat without colouring.STEP 10",mature cheddar,Cheddar,"Nut roast: Set aside to cool.STEP 6Finally, stir in 100g fresh breadcrumbs, 150g chopped mixed nuts, 3 lightly beaten large eggs, 100g grated any grated cheese, a handful of finely chopped flat-leaf parsley and a pinch of salt and some ground black pepper.STEP 7Stir to mix well then spoon the mixture into the prepared tin and press down the surface.STEP 8Cover with foil and bake for 30 mins, then remove the foil and bake for a further 20 mins until firm when pressed gently.STEP 9Meanwhile, to make the sauce, heat 2 tbsp extra virgin olive oil very gently then add 2 finely sliced garlic cloves and 1 rosemary sprig and heat without colouring.STEP 10",any grated cheese,Cheese,"Nut roast: Set aside to cool.STEP 6Finally, stir in 100g fresh breadcrumbs, 150g chopped mixed nuts, 3 lightly beaten large eggs, 100g grated poppy seed, a handful of finely chopped flat-leaf parsley and a pinch of salt and some ground black pepper.STEP 7Stir to mix well then spoon the mixture into the prepared tin and press down the surface.STEP 8Cover with foil and bake for 30 mins, then remove the foil and bake for a further 20 mins until firm when pressed gently.STEP 9Meanwhile, to make the sauce, heat 2 tbsp extra virgin olive oil very gently then add 2 finely sliced garlic cloves and 1 rosemary sprig and heat without colouring.STEP 10",poppy seed
"Nut roast: Set aside to cool.STEP 6Finally, stir in 100g fresh breadcrumbs, 150g chopped mixed nuts, 3 lightly beaten large eggs, 100g grated mature cheddar, a handful of finely chopped flat-leaf parsley and a pinch of salt and some ground black pepper.STEP 7Stir to mix well then spoon the mixture into the prepared tin and press down the surface.STEP 8Cover with foil and bake for 30 mins, then remove the foil and bake for a further 20 mins until firm when pressed gently.STEP 9Meanwhile, to make the sauce, heat 2 tbsp extra virgin olive oil very gently then add 2 finely sliced garlic cloves and 1 rosemary sprig and heat without colouring.STEP 10",mature cheddar,Cheddar,"Nut roast: Set aside to cool.STEP 6Finally, stir in 100g fresh breadcrumbs, 150g chopped mixed nuts, 3 lightly beaten large eggs, 100g grated any grated cheese, a handful of finely chopped flat-leaf parsley and a pinch of salt and some ground black pepper.STEP 7Stir to mix well then spoon the mixture into the prepared tin and press down the surface.STEP 8Cover with foil and bake for 30 mins, then remove the foil and bake for a further 20 mins until firm when pressed gently.STEP 9Meanwhile, to make the sauce, heat 2 tbsp extra virgin olive oil very gently then add 2 finely sliced garlic cloves and 1 rosemary sprig and heat without colouring.STEP 10",any grated cheese,Cheese,"Nut roast: Set aside to cool.STEP 6Finally, stir in 100g fresh breadcrumbs, 150g chopped mixed nuts, 3 lightly beaten large eggs, 100g grated catfish, a handful of finely chopped flat-leaf parsley and a pinch of salt and some ground black pepper.STEP 7Stir to mix well then spoon the mixture into the prepared tin and press down the surface.STEP 8Cover with foil and bake for 30 mins, then remove the foil and bake for a further 20 mins until firm when pressed gently.STEP 9Meanwhile, to make the sauce, heat 2 tbsp extra virgin olive oil very gently then add 2 finely sliced garlic cloves and 1 rosemary sprig and heat without colouring.STEP 10",catfish
"Nut roast: Set aside to cool.STEP 6Finally, stir in 100g fresh breadcrumbs, 150g chopped mixed nuts, 3 lightly beaten large eggs, 100g grated mature cheddar, a handful of finely chopped flat-leaf parsley and a pinch of salt and some ground black pepper.STEP 7Stir to mix well then spoon the mixture into the prepared tin and press down the surface.STEP 8Cover with foil and bake for 30 mins, then remove the foil and bake for a further 20 mins until firm when pressed gently.STEP 9Meanwhile, to make the sauce, heat 2 tbsp extra virgin olive oil very gently then add 2 finely sliced garlic cloves and 1 rosemary sprig and heat without colouring.STEP 10",mature cheddar,Cheddar,"Nut roast: Set aside to cool.STEP 6Finally, stir in 100g fresh breadcrumbs, 150g chopped mixed nuts, 3 lightly beaten large eggs, 100g grated any grated cheese, a handful of finely chopped flat-leaf parsley and a pinch of salt and some ground black pepper.STEP 7Stir to mix well then spoon the mixture into the prepared tin and press down the surface.STEP 8Cover with foil and bake for 30 mins, then remove the foil and bake for a further 20 mins until firm when pressed gently.STEP 9Meanwhile, to make the sauce, heat 2 tbsp extra virgin olive oil very gently then add 2 finely sliced garlic cloves and 1 rosemary sprig and heat without colouring.STEP 10",any grated cheese,Cheese,"Nut roast: Set aside to cool.STEP 6Finally, stir in 100g fresh breadcrumbs, 150g chopped mixed nuts, 3 lightly beaten large eggs, 100g grated wheat flour, a handful of finely chopped flat-leaf parsley and a pinch of salt and some ground black pepper.STEP 7Stir to mix well then spoon the mixture into the prepared tin and press down the surface.STEP 8Cover with foil and bake for 30 mins, then remove the foil and bake for a further 20 mins until firm when pressed gently.STEP 9Meanwhile, to make the sauce, heat 2 tbsp extra virgin olive oil very gently then add 2 finely sliced garlic cloves and 1 rosemary sprig and heat without colouring.STEP 10",wheat flour
"Nut roast: Set aside to cool.STEP 6Finally, stir in 100g fresh breadcrumbs, 150g chopped mixed nuts, 3 lightly beaten large eggs, 100g grated mature cheddar, a handful of finely chopped flat-leaf parsley and a pinch of salt and some ground black pepper.STEP 7Stir to mix well then spoon the mixture into the prepared tin and press down the surface.STEP 8Cover with foil and bake for 30 mins, then remove the foil and bake for a further 20 mins until firm when pressed gently.STEP 9Meanwhile, to make the sauce, heat 2 tbsp extra virgin olive oil very gently then add 2 finely sliced garlic cloves and 1 rosemary sprig and heat without colouring.STEP 10",mature cheddar,Cheddar,"Nut roast: Set aside to cool.STEP 6Finally, stir in 100g fresh breadcrumbs, 150g chopped mixed nuts, 3 lightly beaten large eggs, 100g grated any grated cheese, a handful of finely chopped flat-leaf parsley and a pinch of salt and some ground black pepper.STEP 7Stir to mix well then spoon the mixture into the prepared tin and press down the surface.STEP 8Cover with foil and bake for 30 mins, then remove the foil and bake for a further 20 mins until firm when pressed gently.STEP 9Meanwhile, to make the sauce, heat 2 tbsp extra virgin olive oil very gently then add 2 finely sliced garlic cloves and 1 rosemary sprig and heat without colouring.STEP 10",any grated cheese,Cheese,"Nut roast: Set aside to cool.STEP 6Finally, stir in 100g fresh breadcrumbs, 150g chopped mixed nuts, 3 lightly beaten large eggs, 100g grated crème fraiche, a handful of finely chopped flat-leaf parsley and a pinch of salt and some ground black pepper.STEP 7Stir to mix well then spoon the mixture into the prepared tin and press down the surface.STEP 8Cover with foil and bake for 30 mins, then remove the foil and bake for a further 20 mins until firm when pressed gently.STEP 9Meanwhile, to make the sauce, heat 2 tbsp extra virgin olive oil very gently then add 2 finely sliced garlic cloves and 1 rosemary sprig and heat without colouring.STEP 10",crème fraiche
"Spiced carrot & lentil soup (238): Add 2 tbsp olive oil, 600g coarsely grated carrots, 140g split red lentils, 1l hot vegetable stock and 125ml milk to the pan and bring to the boil.",milk,Milk,"Spiced carrot & lentil soup (238): Add 2 tbsp olive oil, 600g coarsely grated carrots, 140g split red lentils, 1l hot vegetable stock and 125ml a suitable milk alternative for a vegan recipe to the pan and bring to the boil.",a suitable milk alternative for a vegan recipe,Oat milk,"Spiced carrot & lentil soup (238): Add 2 tbsp olive oil, 600g coarsely grated carrots, 140g split red lentils, 1l hot vegetable stock and 125ml caraway seeds to the pan and bring to the boil.",caraway seeds
"Spiced carrot & lentil soup (238): Add 2 tbsp olive oil, 600g coarsely grated carrots, 140g split red lentils, 1l hot vegetable stock and 125ml milk to the pan and bring to the boil.",milk,Milk,"Spiced carrot & lentil soup (238): Add 2 tbsp olive oil, 600g coarsely grated carrots, 140g split red lentils, 1l hot vegetable stock and 125ml a suitable milk alternative for a vegan recipe to the pan and bring to the boil.",a suitable milk alternative for a vegan recipe,Oat milk,"Spiced carrot & lentil soup (238): Add 2 tbsp olive oil, 600g coarsely grated carrots, 140g split red lentils, 1l hot vegetable stock and 125ml rambutan to the pan and bring to the boil.",rambutan
"Spiced carrot & lentil soup (238): Add 2 tbsp olive oil, 600g coarsely grated carrots, 140g split red lentils, 1l hot vegetable stock and 125ml milk to the pan and bring to the boil.",milk,Milk,"Spiced carrot & lentil soup (238): Add 2 tbsp olive oil, 600g coarsely grated carrots, 140g split red lentils, 1l hot vegetable stock and 125ml a suitable milk alternative for a vegan recipe to the pan and bring to the boil.",a suitable milk alternative for a vegan recipe,Oat milk,"Spiced carrot & lentil soup (238): Add 2 tbsp olive oil, 600g coarsely grated carrots, 140g split red lentils, 1l hot vegetable stock and 125ml sprat to the pan and bring to the boil.",sprat
"Spiced carrot & lentil soup (238): Add 2 tbsp olive oil, 600g coarsely grated carrots, 140g split red lentils, 1l hot vegetable stock and 125ml milk to the pan and bring to the boil.",milk,Milk,"Spiced carrot & lentil soup (238): Add 2 tbsp olive oil, 600g coarsely grated carrots, 140g split red lentils, 1l hot vegetable stock and 125ml a suitable milk alternative for a vegan recipe to the pan and bring to the boil.",a suitable milk alternative for a vegan recipe,Oat milk,"Spiced carrot & lentil soup (238): Add 2 tbsp olive oil, 600g coarsely grated carrots, 140g split red lentils, 1l hot vegetable stock and 125ml gelatine to the pan and bring to the boil.",gelatine
"Spiced carrot & lentil soup (238): Add 2 tbsp olive oil, 600g coarsely grated carrots, 140g split red lentils, 1l hot vegetable stock and 125ml milk to the pan and bring to the boil.",milk,Milk,"Spiced carrot & lentil soup (238): Add 2 tbsp olive oil, 600g coarsely grated carrots, 140g split red lentils, 1l hot vegetable stock and 125ml a suitable milk alternative for a vegan recipe to the pan and bring to the boil.",a suitable milk alternative for a vegan recipe,Oat milk,"Spiced carrot & lentil soup (238): Add 2 tbsp olive oil, 600g coarsely grated carrots, 140g split red lentils, 1l hot vegetable stock and 125ml langoustine to the pan and bring to the boil.",langoustine
"Spiced carrot & lentil soup (238): Add 2 tbsp olive oil, 600g coarsely grated carrots, 140g split red lentils, 1l hot vegetable stock and 125ml milk to the pan and bring to the boil.",milk,Milk,"Spiced carrot & lentil soup (238): Add 2 tbsp olive oil, 600g coarsely grated carrots, 140g split red lentils, 1l hot vegetable stock and 125ml a suitable milk alternative for a vegan recipe to the pan and bring to the boil.",a suitable milk alternative for a vegan recipe,Oat milk,"Spiced carrot & lentil soup (238): Add 2 tbsp olive oil, 600g coarsely grated carrots, 140g split red lentils, 1l hot vegetable stock and 125ml runner bean to the pan and bring to the boil.",runner bean
"Spiced carrot & lentil soup (238): Add 2 tbsp olive oil, 600g coarsely grated carrots, 140g split red lentils, 1l hot vegetable stock and 125ml milk to the pan and bring to the boil.",milk,Milk,"Spiced carrot & lentil soup (238): Add 2 tbsp olive oil, 600g coarsely grated carrots, 140g split red lentils, 1l hot vegetable stock and 125ml a suitable milk alternative for a vegan recipe to the pan and bring to the boil.",a suitable milk alternative for a vegan recipe,Oat milk,"Spiced carrot & lentil soup (238): Add 2 tbsp olive oil, 600g coarsely grated carrots, 140g split red lentils, 1l hot vegetable stock and 125ml whiting to the pan and bring to the boil.",whiting
"Spiced carrot & lentil soup (238): Add 2 tbsp olive oil, 600g coarsely grated carrots, 140g split red lentils, 1l hot vegetable stock and 125ml milk to the pan and bring to the boil.",milk,Milk,"Spiced carrot & lentil soup (238): Add 2 tbsp olive oil, 600g coarsely grated carrots, 140g split red lentils, 1l hot vegetable stock and 125ml a suitable milk alternative for a vegan recipe to the pan and bring to the boil.",a suitable milk alternative for a vegan recipe,Oat milk,"Spiced carrot & lentil soup (238): Add 2 tbsp olive oil, 600g coarsely grated carrots, 140g split red lentils, 1l hot vegetable stock and 125ml kippers to the pan and bring to the boil.",kippers
"Spiced carrot & lentil soup (238): Add 2 tbsp olive oil, 600g coarsely grated carrots, 140g split red lentils, 1l hot vegetable stock and 125ml milk to the pan and bring to the boil.",milk,Milk,"Spiced carrot & lentil soup (238): Add 2 tbsp olive oil, 600g coarsely grated carrots, 140g split red lentils, 1l hot vegetable stock and 125ml a suitable milk alternative for a vegan recipe to the pan and bring to the boil.",a suitable milk alternative for a vegan recipe,Oat milk,"Spiced carrot & lentil soup (238): Add 2 tbsp olive oil, 600g coarsely grated carrots, 140g split red lentils, 1l hot vegetable stock and 125ml cashew cream to the pan and bring to the boil.",cashew cream
"Spiced carrot & lentil soup (238): Add 2 tbsp olive oil, 600g coarsely grated carrots, 140g split red lentils, 1l hot vegetable stock and 125ml milk to the pan and bring to the boil.",milk,Milk,"Spiced carrot & lentil soup (238): Add 2 tbsp olive oil, 600g coarsely grated carrots, 140g split red lentils, 1l hot vegetable stock and 125ml a suitable milk alternative for a vegan recipe to the pan and bring to the boil.",a suitable milk alternative for a vegan recipe,Oat milk,"Spiced carrot & lentil soup (238): Add 2 tbsp olive oil, 600g coarsely grated carrots, 140g split red lentils, 1l hot vegetable stock and 125ml pumpkin to the pan and bring to the boil.",pumpkin
Nürnberger bratwursts with sauerkraut and mashed potatoes: small bratwursts,bratwursts,Sausage,Nürnberger bratwursts with sauerkraut and mashed potatoes: small vegetarian sausages,Vegetarian sausages,Plant-based sausage,Nürnberger bratwursts with sauerkraut and mashed potatoes: small rhubarb,rhubarb
Nürnberger bratwursts with sauerkraut and mashed potatoes: small bratwursts,bratwursts,Sausage,Nürnberger bratwursts with sauerkraut and mashed potatoes: small vegetarian sausages,Vegetarian sausages,Plant-based sausage,Nürnberger bratwursts with sauerkraut and mashed potatoes: small edam,edam
Nürnberger bratwursts with sauerkraut and mashed potatoes: small bratwursts,bratwursts,Sausage,Nürnberger bratwursts with sauerkraut and mashed potatoes: small vegetarian sausages,Vegetarian sausages,Plant-based sausage,Nürnberger bratwursts with sauerkraut and mashed potatoes: small cauliflower,cauliflower
Nürnberger bratwursts with sauerkraut and mashed potatoes: small bratwursts,bratwursts,Sausage,Nürnberger bratwursts with sauerkraut and mashed potatoes: small vegetarian sausages,Vegetarian sausages,Plant-based sausage,Nürnberger bratwursts with sauerkraut and mashed potatoes: small tannia,tannia
Nürnberger bratwursts with sauerkraut and mashed potatoes: small bratwursts,bratwursts,Sausage,Nürnberger bratwursts with sauerkraut and mashed potatoes: small vegetarian sausages,Vegetarian sausages,Plant-based sausage,Nürnberger bratwursts with sauerkraut and mashed potatoes: small endive,endive
Nürnberger bratwursts with sauerkraut and mashed potatoes: small bratwursts,bratwursts,Sausage,Nürnberger bratwursts with sauerkraut and mashed potatoes: small vegetarian sausages,Vegetarian sausages,Plant-based sausage,Nürnberger bratwursts with sauerkraut and mashed potatoes: small babaco,babaco
Nürnberger bratwursts with sauerkraut and mashed potatoes: small bratwursts,bratwursts,Sausage,Nürnberger bratwursts with sauerkraut and mashed potatoes: small vegetarian sausages,Vegetarian sausages,Plant-based sausage,Nürnberger bratwursts with sauerkraut and mashed potatoes: small bay leaf,bay leaf
Nürnberger bratwursts with sauerkraut and mashed potatoes: small bratwursts,bratwursts,Sausage,Nürnberger bratwursts with sauerkraut and mashed potatoes: small vegetarian sausages,Vegetarian sausages,Plant-based sausage,Nürnberger bratwursts with sauerkraut and mashed potatoes: small naan bread,naan bread
Nürnberger bratwursts with sauerkraut and mashed potatoes: small bratwursts,bratwursts,Sausage,Nürnberger bratwursts with sauerkraut and mashed potatoes: small vegetarian sausages,Vegetarian sausages,Plant-based sausage,Nürnberger bratwursts with sauerkraut and mashed potatoes: small black pepper,black pepper
Nürnberger bratwursts with sauerkraut and mashed potatoes: small bratwursts,bratwursts,Sausage,Nürnberger bratwursts with sauerkraut and mashed potatoes: small vegetarian sausages,Vegetarian sausages,Plant-based sausage,Nürnberger bratwursts with sauerkraut and mashed potatoes: small sweetcorn,sweetcorn
Mushroom Biryani: For the rice,Basmati rice,Basmati rice,Mushroom Biryani: For the cauliflower rice,Cauliflower rice,Cauliflower rice,Mushroom Biryani: For the physalis,physalis
Mushroom Biryani: For the rice,Basmati rice,Basmati rice,Mushroom Biryani: For the cauliflower rice,Cauliflower rice,Cauliflower rice,Mushroom Biryani: For the curry leaves,curry leaves
Mushroom Biryani: For the rice,Basmati rice,Basmati rice,Mushroom Biryani: For the cauliflower rice,Cauliflower rice,Cauliflower rice,Mushroom Biryani: For the mange-tout,mange-tout
Mushroom Biryani: For the rice,Basmati rice,Basmati rice,Mushroom Biryani: For the cauliflower rice,Cauliflower rice,Cauliflower rice,Mushroom Biryani: For the marshmallow,marshmallow
Mushroom Biryani: For the rice,Basmati rice,Basmati rice,Mushroom Biryani: For the cauliflower rice,Cauliflower rice,Cauliflower rice,Mushroom Biryani: For the coffee,coffee
Mushroom Biryani: For the rice,Basmati rice,Basmati rice,Mushroom Biryani: For the cauliflower rice,Cauliflower rice,Cauliflower rice,Mushroom Biryani: For the veal,veal
Mushroom Biryani: For the rice,Basmati rice,Basmati rice,Mushroom Biryani: For the cauliflower rice,Cauliflower rice,Cauliflower rice,Mushroom Biryani: For the plant-based mayonnaise,plant-based mayonnaise
Mushroom Biryani: For the rice,Basmati rice,Basmati rice,Mushroom Biryani: For the cauliflower rice,Cauliflower rice,Cauliflower rice,Mushroom Biryani: For the mixed herbs,mixed herbs
Mushroom Biryani: For the rice,Basmati rice,Basmati rice,Mushroom Biryani: For the cauliflower rice,Cauliflower rice,Cauliflower rice,Mushroom Biryani: For the gin,gin
Mushroom Biryani: For the rice,Basmati rice,Basmati rice,Mushroom Biryani: For the cauliflower rice,Cauliflower rice,Cauliflower rice,Mushroom Biryani: For the fennel,fennel
